term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
delta_dochody_pc_relative,-0.27612411021840905,0.4172388829141377,-0.6617890170970278,0.5081187891067218,-1.0939774215033002,0.541729201066482
delta_frekwencja,-0.12423895748607011,0.0395407073339408,-3.142051972839301,0.0016816464102302753,-0.2017449133014707,-0.0467330016706695
